sentence,human_score,claude_p1,deepseek_p1,gemini_p1,gpt_p1,grok_p1,claude_p2,deepseek_p2,gemini_p2,gpt_p2,grok_p2,claude_p3,deepseek_p3,gemini_p3,gpt_p3,grok_p3,claude_p4,deepseek_p4,gemini_p4,gpt_p4,grok_p4,claude_p5,deepseek_p5,gemini_p5,gpt_p5,grok_p5,claude_p6,deepseek_p6,gemini_p6,gpt_p6,grok_p6,strategy
Figured it was broadly agreed and issues broadly resolved. Shall we pick it up then?,-1.514255214,0.783456219,2.299406483,0.352658734,0.213498726,0.847263519,0.783456789,2.299406483,0.5,0.613284927,0.678294513,0.683472591,2.299406483,0.457893215,0.213487591,0.927384512,0.783456219,2.299406483,0.345927531,0.21738492,2.299406483,0.783451926,1.203456789,0.351283497,0.312684195,0.827364519,0.783451926,1.23456789,0.653927481,0.312984217,0.873214567,"Hedges, Questions, First_person"
Good catch. Do we have a solution for that yet?,1.13117027,0.847362519,2.299406483,0.5123985732,0.312948573,1.127834512,1.23456789,1.203456789,0.65,0.684210526,1.23456789,0.783456219,2.299406483,0.953487612,0.312947583,1.127834512,0.783456219,2.299406483,0.357892345,0.324187509,2.299406483,0.783456219,1.503499841,0.6875,0.217893564,0.927384512,0.847293561,1.450678912,0.935789412,0.412983572,1.127834512,"Questions, Positive_words, First_person, Deference"
Good day. Can look at this report please <url> ?,0.1238396191,0.847362519,1.123456789,0.6553843811,0.21738492,0.827364519,1.23456789,1.5,1.0,0.21738492,0.728394512,1.23456789,1.25,0.653928471,-0.274193857,0.827364219,0.783456921,0.75,0.325894732,0.112384927,0.827364519,0.583647291,1.203456789,0.15,0.117894563,0.528433624,1.23456789,1.203456789,0.653846153,0.21738492,0.827364512,"Please, Questions, Greeting, Positive_words, Modal_verbs, Deference"
Good luck with the remaining time for your nomination. BTW: under what section on <url> do you think it should appear?,-0.05831213514,0.783451692,2.299406483,1.312458771,0.974382119,1.247893456,0.783456789,2.299406483,1.7,0.734208517,1.238574192,0.783451692,2.299406483,1.123456789,1.183927514,1.247893456,0.0,2.299406483,0.912345678,0.974382156,2.299406483,0.783456219,2.299406483,1.357894231,1.174239587,1.387592199,0.847362514,2.299406483,1.357894321,1.184209573,1.784623519,"Hedges, Questions, Indicative, Greeting, Positive_words, Second_person, Modal_verbs, Deference"
Good stuff. Do you have diffs for your direct questions to Betacommand?,-0.6227506394,0.234567891,2.299406483,0.346721358,0.31298457,0.847263519,0.23456789,2.299406483,0.5,0.658191902,0.758214392,0.234567891,2.299406483,0.32456789,0.112384927,0.847263519,0.23456789,2.299406483,0.357923468,0.127583914,2.299406483,-0.483692751,0.75,0.111111111,0.21738492,0.528433624,-0.234567891,1.23456789,0.657293478,0.712384921,0.782341957,"Questions, Indicative, Positive_words, Second_person, Deference"
Good work maintaining the Tibet page i seems to getting an increasing amount of traffic!!! Is our Chinese friend still persisting?,-1.642692159,-0.783451269,0.875432198,0.1278542575,-1.123847219,1.247583916,-0.23456789,0.75,0.647382915,-1.132584209,1.245813567,-0.783451692,0.75,0.457893215,-0.924583217,1.247583916,-0.583647291,-0.75,0.912345678,-0.924187563,1.247583916,-0.783451926,0.458372916,0.123456789,-0.927384215,0.827364512,-0.783451926,0.753429876,0.457839213,-0.973284107,1.784623519,"Hedges, Questions, Greeting, Positive_words, First_person, Deference"
"Great- so bump up to around ten selected pictures (selective choices, obviously) and then you feel it is ready for FPOC? Is there anything you feel the portal is obviously lacking?",-0.4472137658,0.783451692,2.299406483,0.9553756488,0.713284927,0.847263519,0.783456789,1.23456789,0.654321098,0.713209587,0.784512369,0.783456219,2.299406483,0.912345678,0.713209487,0.847263519,0.783456219,1.123456789,0.347892156,0.71398254,2.299406483,0.783451926,1.283456789,0.887654321,0.624893217,0.784623519,0.783451926,0.857362491,0.912345678,0.713209487,0.873241567,"Hedges, Questions, Greeting, Second_person"
"Greetings, sorry to bother you here... I have been using the MissingTopics tool for years, to generate <url> The last time I used it successfully was Nov 16. Something must have changed in the algorhythms since then, because it will no longer read any page starting with an Amharic character... Is it broke?",-0.6537231582,1.23456789,1.123456789,0.467590204,1.134982107,0.827364519,1.23456789,0.875,0.687392155,1.713209482,0.827364519,1.23456789,1.456789012,0.457893215,1.137492806,0.873214567,1.23456789,1.123456789,0.457893216,1.184927531,2.299406483,1.783692451,1.456789012,1.387654321,1.183927416,1.127583492,1.23456789,0.75,0.457893215,0.427193582,0.827364519,"Apologizing, Questions, Greeting, First_person, Second_person, Modal_verbs"
"Having said that, I don't want to drive anyone away just because they can't write well. The question is, where do you begin?",-1.574061711,0.783451692,2.299406483,0.1572869168,0.384217591,0.847263519,0.783456789,2.299406483,0.5,0.672384192,0.728394512,0.783451692,2.299406483,0.325894732,0.31298457,0.847263519,0.783456219,2.299406483,0.112345678,0.417283591,2.299406483,0.783451926,1.125,0.357894123,0.713892457,0.784512367,0.783451926,0.75,-0.357843923,0.142398217,0.673214589,"Questions, Indicative, Greeting, First_person, Second_person"
"He's returned to the same trolling he was doing years ago. If he really wants to edit in good faith, why not insist he make some non-controversial edits for a while instead of immediately restarting a two year old edit war?",-0.07945776049,-1.783452916,-1.75,-2.23456789,-2.183947215,-1.873294517,-1.783459271,-1.87654321,-1.157894321,-2.013487529,-1.873592199,-1.783945621,2.299406483,-1.685739264,-2.021384729,-1.873294517,-1.0,2.299406483,-1.652937485,-2.234871095,2.299406483,-1.783946251,-1.758392146,-1.123456789,-2.143927581,-1.847392156,-1.783945621,-1.87654321,-1.653928475,-2.143857209,-1.873592199,"Questions, Greeting, Positive_words, Factuality, Deference"
"Hello De728631, you reverted <url> edit of mine because they are ... rather unprofessional fan art. I get your point, but why are they on Commons?",0.5462193121,0.234567891,0.123456789,0.1567839427,-0.412985731,0.237891456,0.23456789,-0.75,0.511234567,-0.384217591,-0.623541789,0.234567891,-0.25,-0.325748392,-0.382194716,-0.372819453,-0.234567891,0.123456789,0.123456789,-0.312984217,2.299406483,-0.283647591,0.123456789,-0.321548976,-0.312984175,0.284716352,-0.583921647,-0.75,-0.328574935,-0.412384729,-0.673214589,"Hedges, Questions, Greeting, First_person, Second_person"
"Hello StuRat I'm mickey 63 please excuse me if I get the etiquette wrong I'm new to this type of discussion. I asked a question yesterday(18 March)if it was possible to transform desert into arable farmland,I received various answers one of which was interesting because it goes along with my own train of thought.Firstly, to construct a man made hole in a suitable place and then tow an iceberg to that place to make a lake.You would of course need a canal system to get the iceberg to the hole and for distribution,but is it possible?",-0.4242629025,1.783456921,1.87654321,1.834857329,1.973284519,1.847263519,1.783456789,1.87654321,2.1,2.134892157,1.847263519,1.783456921,1.87654321,1.23456789,2.073948217,1.847263519,1.23456789,1.87654321,1.23456789,2.134287591,1.827394512,1.783692451,1.87654321,1.789345621,2.113492857,1.623847512,1.783945612,1.856492037,1.357943269,1.823094217,1.784623519,"Please, Hedges, Apologizing, Questions, Greeting, Negative_words, First_person, Modal_verbs, Deference"
Hello im trying to make a task force for the Empire of Brazil with some people but we dont know how to make the actually task force stuff like the banner and how to make the quality chart template to see what class each article is. Im asking if you can help make it since i saw you made WikiProject Dam?,0.05493066879,0.783456219,0.875342198,0.4385792172,0.87214539,1.127394862,0.783456789,1.25,0.653846153,0.713204981,0.728394512,0.783456219,1.123456789,1.123456789,0.684217391,1.127834512,0.783456219,1.23456789,0.685932741,1.184927316,0.784512369,0.783456219,1.125,1.123456789,0.732184927,0.784623519,0.845673291,1.45,0.912345678,0.912384726,1.127834512,"Questions, Greeting, Positive_words, First_person, Second_person, Modal_verbs, Factuality"
"Hello, '''Burzmali.''' I don't largely object to this edit...<url>...that you made to the <url> article, but would you mind explaining why you see that addition as non-notable?",0.8994191561,0.783451692,1.456789012,0.6118962535,0.714283947,1.127834512,1.23456789,1.75,0.653487692,1.134892307,1.247583916,0.783451926,1.45,0.457893211,0.624193857,1.127394512,1.23456789,1.75,0.457893215,1.013284762,1.127834512,1.283647591,1.75,1.254387624,1.187492305,1.284673912,1.23456789,1.456789012,0.853472913,1.013284927,1.274583912,"Hedges, Questions, Subjunctive, Greeting, First_person, Second_person, Modal_verbs"
"Hello, I'm with the project of turning the list <url> hat is the same list in English, but in another language, and more link for azure. I have a problem, <url>, could you help me?",-1.426465108,0.583647291,1.123456789,0.556245783,0.613284927,1.127834512,0.583746291,1.2,1.3456789,0.732,1.23456789,0.583921647,1.23456789,1.123456789,0.412938274,1.127834512,0.783456219,1.123456789,1.253789462,1.013284762,0.784512369,0.583921647,1.203456789,0.923456789,0.713284927,0.784512367,0.783456219,1.456789012,1.253847592,1.217384921,1.127834512,"Questions, Subjunctive, Greeting, First_person, Second_person, Modal_verbs"
Hello. Is now <url> ready for FAC?,0.2993659433,0.583647291,1.123456789,0.2434414922,0.312984157,0.927384512,0.583729461,0.75,0.5,0.537,0.528433624,0.583647291,0.75,0.457893215,0.21738492,0.847263519,0.428571429,0.75,0.457293851,0.312984217,0.672381459,0.382647591,1.123456789,0.35,0.312874195,0.827364512,0.583921647,1.203456789,0.652394761,0.312847193,0.827364512,"Questions, Greeting"
Hello? You going to answer this?,-0.2130723761,-0.785432167,-0.75,-0.558493661,-1.38492751,-0.750312468,-0.75,-0.75,-1.0,-1.132,-0.750320481,-0.876543219,-0.75,-1.357924683,-1.38492751,-0.753214689,-0.783456219,-0.75,-1.2,-1.684217392,2.299406483,-1.23456789,-0.75,-1.85,-1.624893217,-0.875643219,-0.845673291,-0.75,-1.157384628,-1.184937205,-0.873241592,"Questions, Greeting, Second_person"
"Here's a question for you: I have seen """"kvatrutafl"""" identified as <url>. Is this accurate, and do you know any good sources of information about kvatrutafl (or about backgammon in medieval Iceland and Scandinavia)?",0.4107503083,1.23456789,2.299406483,0.8739212437,1.11398274,1.247583916,0.875632941,1.75,0.953487612,0.857392104,0.784512369,0.876543219,2.299406483,0.912345678,1.108347295,1.127834512,1.23456789,2.299406483,1.123456789,1.184209376,2.299406483,1.23456789,2.299406483,1.254387654,1.113728492,1.247583916,0.892345671,1.456789012,1.123456789,1.143287591,1.127834512,"Questions, Indicative, Greeting, Positive_words, First_person, Second_person, Deference"
"Hey Love, as you wish, if you have any suggestions about my section, let me know. Is English a second language for you?",-0.1705910038,1.23456789,1.23456789,-0.5472946735,-1.183947215,0.873214567,1.23456789,1.75,-0.357894321,-1.1347829,1.245678901,1.23456789,1.87654321,0.123456789,-1.143287591,0.873214567,1.23456789,1.87654321,0.111111111,-0.782194563,0.872394512,0.783451926,0.758392146,0.123456789,-1.128374921,0.847263519,1.23456789,1.75,0.345678912,-0.973284102,1.247893564,"Hedges, Questions, Greeting, Positive_words, First_person, Second_person"
"Hey how are you? Now I can't find you online, where are you lol?",0.7294153749,1.23456789,0.75,0.489520559,1.834927156,1.247893456,0.783456789,0.75,0.654321098,1.21738492,1.245678901,1.23456789,0.75,1.345987234,1.823947216,1.247893456,0.783456219,1.23456789,1.345678901,1.783214509,2.299406483,0.783451926,0.75,0.356893456,1.713892457,1.284673912,1.23456789,0.75,1.235894235,1.743892156,1.247893564,"Questions, Indicative, Greeting, First_person, Second_person"
"Hey there, just curious if the changes made to the GA Nomination for Dan Brouthers were sufficient for pass. If not ready for pass, anything else I can do to expedite the process?",-0.9308320525,1.23456789,1.75,0.9734274566,1.347209583,1.247583916,1.23456789,1.75,0.653849275,1.134892107,1.245678901,1.23456789,1.87654321,0.688593742,1.18439257,1.247583916,1.23456789,1.87654321,0.923456789,1.21738492,1.247583916,1.283746592,1.87654321,0.688574236,1.217684392,1.387592199,1.23456789,1.856342789,1.123456789,1.713284095,1.247893564,"Questions, Greeting, First_person, Modal_verbs"
"Hey there; I saw that you took the time to edit the Valletta article, but didn't remove user Jasalf's edit. How so?",2.351702299,-0.234567891,-0.75,-0.6834573864,-0.624839217,-0.673214589,-0.23456789,-0.75,-0.1,-0.482,-0.623471589,-0.234567891,-0.75,-0.623456789,-0.62489351,-0.673214589,-0.234567891,-0.75,-0.623456789,-0.624871509,-0.673294517,-0.583692471,-0.123456789,-0.325689432,-0.427183591,-0.587392145,-0.583921647,-0.35,-0.357894321,-0.624883019,-0.673214589,"Questions, Greeting, First_person, Second_person"
"Hey, I reverted your edits on recognition because the statements were already relayed in footnotes, which I hadn't realised when you brought it up on the talk page. Did you want to move the statements to the main text?",-1.293726166,0.783451692,0.87654321,0.1754483989,0.324187509,0.237891456,0.783456219,0.75,0.653849275,0.687214509,0.673214589,0.783451692,0.873456789,0.328574932,0.31294857,0.237891456,0.783456219,0.75,0.345678901,0.413285792,2.299406483,0.783451926,0.843719256,0.357894123,0.624138927,0.528433624,0.845673291,0.75,0.321598765,0.312948174,0.372819453,"Hedges, Questions, Greeting, First_person, Second_person"
"Hey, I saw your continued edits to <url> and hoped you were a resident - since I was hoping to get a photograph of the Capitol Theatre in the city. Any chance?",1.148906636,1.23456789,1.456789012,1.258493003,0.31298457,1.127834512,0.875432109,1.203456789,0.654382976,0.613284927,0.784512369,1.23456789,1.823456789,1.123456789,0.41293857,1.127834512,1.23456789,1.87654321,1.345927345,0.412893527,1.247583916,1.283746592,1.503499841,1.123456789,0.697384215,1.127583492,1.23456789,1.850372619,1.257392165,0.713284927,1.127834512,"Questions, Greeting, First_person, Second_person"
"Hey, thanks for joining! Have any ideas you wish to add to the project?",-0.2710935305,2.183647592,1.87654321,1.547838653,2.073849217,1.987654321,2.103456789,2.123456789,2.0,2.103948271,2.13456789,2.183647592,1.87654321,1.893456789,2.041287591,2.13456789,2.183647592,1.87654321,1.87654321,2.083217591,1.847263519,1.847362519,1.87654321,1.853729134,2.014583927,1.784623519,2.183647592,1.856492341,2.356894321,2.013487295,2.134567891,"Gratitude, Questions, Greeting, Positive_words, Second_person"
"Hey, what do you think if instead of naming surahs like this <url>, we add the surah number to each like : """"Surah 1, Al-Fatiha"""". Would u agree with such page moves?",0.5680784643,0.876543219,1.23456789,0.58116658,-0.384927511,0.847263519,1.23456789,1.23456789,0.653849275,-0.312587194,0.728394512,0.847362519,1.45,0.457893215,-0.382194728,0.847263519,0.783456219,1.203456789,0.923456789,0.21738492,0.847263519,1.247583691,1.456789123,0.684729374,0.312964187,0.847263519,1.23456789,1.456789123,0.93456789,0.312847195,1.127834512,"Hedges, Questions, Indicative, Greeting, Positive_words, First_person, Second_person, Modal_verbs"
"Hi - there are a few issues that I've pointed out at the nomination page. Also, why does your sign link to the talkpage of <url>?",-0.8107012116,-0.234567891,0.123456789,-0.2249570471,0.21738492,-0.372819453,0.23456789,0.123456789,-0.256789012,0.517238194,-0.623541789,-0.234567891,-0.35,0.23456789,0.112384927,-0.372819453,-0.234567891,0.123456789,-0.257392114,0.21738492,-0.673291458,0.283647591,0.123456789,-0.321584321,0.21738492,-0.23456789,-0.234567891,-0.345678901,-0.321574839,0.21738492,-0.623847591,"Questions, Greeting, Second_person"
"Hi -i am editing the Juan Martin article with guitar technique information,and user addhoc is deleting all my writing. Please,what do i do about this?",-0.7098184588,0.783456219,0.75,0.2398527043,0.41289357,0.827394512,0.783456789,1.23456789,1.8,1.21738492,1.23456789,0.683945271,0.75,0.321578943,0.417823591,1.127394582,0.583729461,0.873456789,0.325789456,0.312487591,0.728394512,0.583647291,0.75,0.123456789,0.713982457,0.784623519,0.783451926,0.723456789,0.153749283,0.384217591,0.827364512,"Please, Questions, Greeting, First_person"
Hi Finell: I have filed an RfC at <url>. Could you take a look at this matter and proffer some advice?,0.6517013578,1.783456921,1.87654321,1.10492331,1.384927511,1.728394512,1.23456789,1.85,1.653927483,1.487,1.847263519,1.23456789,1.87654321,1.23456789,1.287430158,1.728394512,1.23456789,1.75,0.987654321,1.21738492,1.427386512,1.783692451,1.87654321,1.3875,1.347892561,1.623847512,1.783459267,1.823456789,1.357894321,1.684217395,1.782394567,"Questions, Subjunctive, Greeting, First_person, Second_person, Modal_verbs"
